Chr	Start	End	Peak_score	Distance_to_TSS	EntrezID	Refseq	Ensembl	Gene	Peak_type	Peak_bin_distance	Peak_bin	Annotation_method	Interaction_score	Promoter_bin	TSS_bin_distance
chr4	132843159	132843470	78.727	-146	100336.0	NM_146154	ENSMUSG00000028882	Ppp1r8	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	69159649	69160214	275.678	-746	20090.0, 19167.0	NM_009093, NM_011184	ENSMUSG00000034892, ENSMUSG00000060073	Rps29, Psma3	Promoter, Promoter	nan, -15068.0	nan, -3.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 377.0
chr10	78009617	78010262	156.435	-133	18641.0	NM_008826	ENSMUSG00000020277	Pfkl	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	72606193	72606867	291.63	-2223	11682.0	NM_007439	ENSMUSG00000055471	Alk	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	101427772	101428370	0.0	6380	207728.0	NM_001008548	ENSMUSG00000030653	Pde2a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	101412779	101413373	0.0	-8615	207728.0	NM_001008548	ENSMUSG00000030653	Pde2a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	129696215	129696668	172.394	2216	18610.0	NM_018863	ENSMUSG00000027400	Pdyn	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	77984626	77985343	0.0	6335	67884.0	NM_026431	ENSMUSG00000020284	Cfap410	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120815861	120816607	0.0	3596	23961.0	NM_001083925	ENSMUSG00000029605	Oas1b	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	134494373	134495442	0.0	269	98710.0	NM_145510	ENSMUSG00000042229	Rabif	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	101374277	101374829	0.0	-3569	69710.0	NM_027180	ENSMUSG00000032812	Arap1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120806568	120806999	0.0	5730	114643.0	NM_033541	ENSMUSG00000001166	Oas1c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	172996325	172996995	0.0	-3457	66679.0	NM_175112	ENSMUSG00000027509	Rae1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	134455249	134455795	112.575	-9	240756.0	NM_153128	ENSMUSG00000026455	Klhl12	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	101310577	101311260	0.0	-6167	56018.0	NM_019990	ENSMUSG00000030688	Stard10	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120793141	120793591	0.0	2164	231699.0	NM_145210	ENSMUSG00000066867	Oas1e	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	132526800	132527282	167.406	8373	11983.0	NM_007512	ENSMUSG00000054428	Atpif1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	101301910	101302640	0.0	-187	73683.0	NM_001111111	ENSMUSG00000047767	Atg16l2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120746489	120747056	0.0	3075	246728.0	NM_145227	ENSMUSG00000032690	Oas2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	134451001	134451350	236.807	-4355	240756.0	NM_153128	ENSMUSG00000026455	Klhl12	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132514832	132515876	0.0	-4898	230784.0	NM_144907	ENSMUSG00000028893	Sesn2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120742081	120742765	0.0	7425	246728.0	NM_145227	ENSMUSG00000032690	Oas2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr10	77815526	77816009	139.257	1146	100040299.0	NM_001205009	ENSMUSG00000112600	Gm2696	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	132345537	132346352	0.0	-195	100088.0	NM_133878	ENSMUSG00000028896	Rcc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120714317	120714986	0.0	-2983	14357.0	NM_008052	ENSMUSG00000029603	Dtx1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	134331878	134332423	0.0	777	68507.0	NM_001144855	ENSMUSG00000026458	Ppfia4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr17	71561488	71562317	0.0	9842	70891.0	NM_029254	ENSMUSG00000052525	Spdya	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132309843	132310643	172.394	-64	100217440.0	NR_034046	nan	Snora61	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	77627376	77627949	0.0	5342	22213.0	NM_019803	ENSMUSG00000009293	Ube2g2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	129198574	129199093	132.506	61	20515.0	NM_015747	ENSMUSG00000027397	Slc20a1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	134202123	134202327	83.701	8777	53311.0	NM_016749	ENSMUSG00000042451	Mybph	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	71548677	71549164	229.271	-3140	70891.0	NM_029254	ENSMUSG00000052525	Spdya	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	101107997	101108660	0.0	-446	207278.0	NM_199012	ENSMUSG00000030691	Fchsd2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	77605501	77606168	0.0	-262	20610.0	NM_019929	ENSMUSG00000020265	Sumo3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	129174517	129174926	149.455	5951	100048701.0	NR_045264	ENSMUSG00000084826	AI847159	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132269037	132270338	224.281	498	353373.0	NR_002865	nan	Rnu11	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	77590873	77591293	0.0	9428	108705.0	NM_145925	ENSMUSG00000009291	Pttg1ip	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	144581690	144583094	0.0	49	14082.0	NM_010175	ENSMUSG00000031077	Fadd	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	128948021	128948756	0.0	-4369	57432.0	NM_020594	ENSMUSG00000027387	Zc3h8	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120648596	120649780	0.0	0	19415.0	NM_013832	ENSMUSG00000029602	Rasal1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	128817399	128818157	0.0	-525	72477.0	NM_028248	ENSMUSG00000014353	Tmem87b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	128698146	128698362	75.743	-661	17289.0	NM_008587	ENSMUSG00000014361	Mertk	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120620627	120621471	0.0	7919	71990.0	NM_028041	ENSMUSG00000029599	Ddx54	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	71196002	71196578	88.677	-8364	64898.0	NM_022882	ENSMUSG00000024052	Lpin2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120619165	120619881	0.0	6393	71990.0	NM_028041	ENSMUSG00000029599	Ddx54	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120615973	120616415	112.575	3064	71990.0	NM_028041	ENSMUSG00000029599	Ddx54	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr17	71001971	71002736	254.227	179	67268.0	NM_026064	ENSMUSG00000024048	Myl12a	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	100965165	100965816	0.0	-1125	233571.0	NM_183168	ENSMUSG00000048779	P2ry6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	97879227	97879727	0.0	-2186	102465581.0	NR_105929	ENSMUSG00000105138	Mir6964	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	97466717	97467042	107.595	-3974	17857.0	NM_010846	ENSMUSG00000000386	Mx1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	47932378	47933093	0.0	-4976	381229.0	NM_001163267	ENSMUSG00000046585	Cfap58	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	96467294	96467763	0.0	-77	18546.0	NM_008791	ENSMUSG00000090223	Pcp4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83724736	83725108	306.147	-938	102465897.0	NR_106188	ENSMUSG00000098465	Mir1668	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83668522	83669209	275.678	2222	19216.0, 18747.0	NM_013641, NM_008854	ENSMUSG00000019464, ENSMUSG00000005469	Ptger1, Prkaca	Promoter, Promoter	nan, -6134.0	nan, -1.0	Proximal_anno, Interaction_anno	nan, nan	nan, -0.0	nan, -1883.0
chr9	120110216	120110434	226.277	-57	208638.0	NM_144793	ENSMUSG00000032519	Slc25a38	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	96230478	96230865	0.0	-5129	93961.0	NM_033149	ENSMUSG00000074892	B3galt5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	96151651	96151975	0.0	6413	71446.0	NM_207301	ENSMUSG00000023147	Wrb	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	83662274	83662791	0.0	-4111	18747.0, 19216.0	NM_008854, NM_013641	ENSMUSG00000005469, ENSMUSG00000019464	Prkaca, Ptger1	Proximal, Proximal	-12467.0, nan	-2.0, nan	Interaction_anno, Proximal_anno	nan, nan	-0.0, nan	-1883.0, nan
chr3	89196354	89197052	0.0	-6225	14466.0	NM_008094	ENSMUSG00000028048	Gba	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	83607807	83608280	164.414	-131	81489.0	NM_018808	ENSMUSG00000005483	Dnajb1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	89193949	89194608	212.304	-8649	14466.0	NM_008094	ENSMUSG00000028048	Gba	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr8	83596211	83597136	0.0	-2183	106529.0	NM_027179	ENSMUSG00000031708	Tecr	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83573342	83573735	213.302	6781	66916.0	NM_025843	ENSMUSG00000033938	Ndufb7	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89160070	89160666	0.0	-211	15168.0	NM_008227	ENSMUSG00000028051	Hcn3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	87811845	87812296	149.455	27	69834.0	NM_133717	ENSMUSG00000030055	Rab43	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83566425	83566927	0.0	-82	66916.0	NM_025843	ENSMUSG00000033938	Ndufb7	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83451120	83451387	119.55	7142	56367.0	NM_019708	ENSMUSG00000063253	Scoc	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89090639	89091036	0.0	-807	72296.0	NM_028188	ENSMUSG00000041263	Rusc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83450031	83450343	192.347	-7525	56367.0	NM_019708	ENSMUSG00000063253	Scoc	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	89087495	89087936	0.0	2315	72296.0	NM_028188	ENSMUSG00000041263	Rusc1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	83442544	83442843	101.619	-32	56367.0	NM_019708	ENSMUSG00000063253	Scoc	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr8	123442844	123443897	0.0	112	23854.0	NM_054046	ENSMUSG00000001482	Def8	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	87670208	87670873	0.0	1627	72103.0	NM_024251	ENSMUSG00000030051	Aplf	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	66825956	66826554	305.59	8451	68318.0	NM_026674	ENSMUSG00000053040	Aph1c	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	87541968	87542341	115.564	-8896	232201.0	NM_175476	ENSMUSG00000030047	Arhgap25	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	155644204	155644585	166.409	8895	26561.0	NM_011985	ENSMUSG00000029061	Mmp23	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6400168	6400496	134.5	-209	19395.0	NM_011242	ENSMUSG00000032946	Rasgrp2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	88677228	88677791	0.0	-8277	74200.0	NM_028814	ENSMUSG00000028060	Khdc4	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	51069735	51070125	188.004	1512	404319.0	NM_207558	ENSMUSG00000035932	Olfr750	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120605801	120606390	0.0	6493	100764.0	NM_029096	ENSMUSG00000029600	Rita1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6393036	6393537	239.797	-6588	19395.0	NM_011242	ENSMUSG00000032946	Rasgrp2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	112947397	112947629	272.198	-5371	66174.0	NM_025399	ENSMUSG00000002804	Nudt14	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	99149919	99150788	0.0	4723	12775.0	NM_007719	ENSMUSG00000037944	Ccr7	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr3	88607263	88607854	0.0	-8648	16800.0	NM_008487	ENSMUSG00000028059	Arhgef2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	66705494	66706403	0.0	-7737	76459.0	NM_178396	ENSMUSG00000032373	Car12	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120604936	120605384	310.576	7429	100764.0	NM_029096	ENSMUSG00000029600	Rita1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	51064856	51065297	0.0	6365	404319.0	NM_207558	ENSMUSG00000035932	Olfr750	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	51063207	51063885	0.0	-6304	497106.0	NM_001011875	ENSMUSG00000068407	Rnase12	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6343474	6343953	196.338	2554	26412.0	NM_009006	ENSMUSG00000024948	Map4k2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	87386280	87386706	0.0	2442	68888.0	NM_026860	ENSMUSG00000030048	Gkn3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	66583110	66583494	108.591	9813	235441.0	NM_144937	ENSMUSG00000032376	Usp3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	120624313	120624632	306.587	403	102465565.0	NR_105901	ENSMUSG00000098282	Mir6936	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	99039451	99040276	216.296	-1380	16010.0	NM_010517	ENSMUSG00000017493	Igfbp4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	88553291	88553846	0.0	-147	94232.0	NM_033526	ENSMUSG00000008604	Ubqln4	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	87335842	87336194	142.239	-243	69538.0	NM_054041	ENSMUSG00000033420	Antxr1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6339855	6341401	0.0	-532	26412.0	NM_009006	ENSMUSG00000024948	Map4k2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr3	88526168	88526915	0.0	-5404	72640.0	NM_001029890	ENSMUSG00000074480	Mex3a	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	50944366	50944923	236.259	342	18950.0	NM_013632	ENSMUSG00000115338	Pnp	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6334863	6335178	156.435	8	17283.0	NM_008583	ENSMUSG00000024947	Men1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	98975316	98976045	0.0	7339	353155.0	NM_178596	ENSMUSG00000047197	Gjd3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	122223765	122224050	261.722	9730	68245.0	NR_015532	ENSMUSG00000100585	1700108J01Rik	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120505175	120506040	0.0	-1985	71772.0	NM_023625	ENSMUSG00000029598	Plbd2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr6	87101178	87102157	0.0	-3078	52372.0	NM_001167937	ENSMUSG00000090891	D6Ertd527e	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	98972228	98972916	0.0	7700	19401.0	NM_009024	ENSMUSG00000037992	Rara	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	87042493	87042946	98.547	-126	14583.0	NM_013528	ENSMUSG00000029992	Gfpt1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120464950	120465337	0.0	7619	257635.0	NM_133902	ENSMUSG00000029596	Sdsl	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr14	50799858	50800403	151.188	-4403	239083.0, 404319.0	NM_001111119, NM_207558	ENSMUSG00000071470, ENSMUSG00000035932	Ccnb1ip1, Olfr750	Proximal, Proximal	nan, -24869.0	nan, -5.0	Proximal_anno, Interaction_anno	nan, nan	nan, -1.0	nan, -3558.0
chr19	6331664	6332322	0.0	-2986	17283.0	NM_008583	ENSMUSG00000024947	Men1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	98959519	98959854	99.627	-784	19401.0	NM_009024	ENSMUSG00000037992	Rara	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6306280	6307270	0.0	318	240505.0	NM_001033342	ENSMUSG00000024769	Cdc42bpg	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	50785241	50786214	0.0	-208	219022.0	NM_177625	ENSMUSG00000006288	Ttc5	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr11	98954274	98954754	269.697	-5957	19401.0	NM_009024	ENSMUSG00000037992	Rara	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr6	87017064	87017528	265.209	7460	56748.0	NM_020045	ENSMUSG00000029993	Nfu1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6304802	6305429	0.0	-1341	240505.0	NM_001033342	ENSMUSG00000024769	Cdc42bpg	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120440718	120441327	0.0	9137	16873.0	NM_008499	ENSMUSG00000029595	Lhx5	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	66144317	66144788	0.0	-13673	80907.0	NM_030717	ENSMUSG00000032370	Lactb	Distal	19553.0	4.0	Interaction_anno	nan	0.0	484.0
chr18	77713802	77714955	0.0	109	212163.0	NM_178670	ENSMUSG00000047466	8030462N17Rik	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	6276025	6277089	0.0	-339	13660.0	NM_010119	ENSMUSG00000024772	Ehd1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr9	66136040	66136582	0.0	9700	68250.0, 80907.0	NM_026635, NM_030717	ENSMUSG00000032381, ENSMUSG00000032370	Ciao2a, Lactb	Proximal, Proximal	nan, 11311.5	nan, 2.0	Proximal_anno, Interaction_anno	nan, nan	nan, 0.0	nan, 484.0
chr19	6268003	6268688	0.0	3502	387187.0	NR_029720	ENSMUSG00000065523	Mir192	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	65829465	65829814	194.342	-2076	214812.0	NM_172536	ENSMUSG00000040524	Zfp609	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120144025	120144353	243.783	-4926	100503427.0	NR_045793	ENSMUSG00000097368	Gm10390	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6262221	6262693	0.0	-2186	723957.0	NR_029830	ENSMUSG00000065582	Mir194-2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr18	84688365	84688895	239.253	-2928	66054.0	NM_023149	ENSMUSG00000024644	Cndp2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	98916300	98916785	282.182	8392	23834.0	NM_011799	ENSMUSG00000017499	Cdc6	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6260496	6260989	142.475	-3900	723957.0	NR_029830	ENSMUSG00000065582	Mir194-2	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr11	98909699	98910187	221.863	1792	23834.0	NM_011799	ENSMUSG00000017499	Cdc6	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120134019	120134435	0.0	5036	100503427.0	NR_045793	ENSMUSG00000097368	Gm10390	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr5	120131667	120132130	185.017	7364	100503427.0	NR_045793	ENSMUSG00000097368	Gm10390	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr19	6235575	6236455	228.273	-175	225849.0	NM_198168	ENSMUSG00000024777	Ppp2r5b	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	48445868	48446536	0.0	79	218989.0	NM_172600	ENSMUSG00000036339	Tmem260	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr14	48370269	48370932	216.882	-75522	93834.0	NM_033602	ENSMUSG00000021846	Peli2	Distal	-4399.0	-1.0	Interaction_anno	nan	1.0	4131.0
chr19	6141056	6142047	0.0	-415	56327.0	NM_019722	ENSMUSG00000024944	Arl2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr5	120116301	120116620	75.743	-52	74111.0	NM_028762	ENSMUSG00000029594	Rbm19	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	65172932	65173505	0.0	-639	217653.0	NM_172578	ENSMUSG00000047534	Mis18bp1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	191312323	191313147	0.0	5396	76843.0, 66208.0	NM_029766, NM_025424	ENSMUSG00000037474, ENSMUSG00000037499	Dtl, Nenf	Proximal, Proximal	-12264.5, nan	-2.0, nan	Interaction_anno, Proximal_anno	nan, nan	0.0, nan	544.0, nan
chr1	134120170	134120703	0.0	9195	71884.0	NM_027979	ENSMUSG00000026450	Chit1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	134106770	134107448	0.0	-4133	71884.0	NM_027979	ENSMUSG00000026450	Chit1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	59219932	59220686	0.0	-826	70611.0	NM_001033156	ENSMUSG00000035329	Fbxo33	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr12	59066421	59067017	294.164	-200	338320.0, 18949.0	NM_146034, NM_008891	ENSMUSG00000021000, ENSMUSG00000020994	Mia2, Pnn	Promoter, Promoter	-8280.5, nan	-2.0, nan	Interaction_anno, Proximal_anno	nan, nan	-1.0, nan	-4748.0, nan
chr2	128422820	128423359	230.829	6261	100043424.0	NR_028589	nan	Morrbid	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	59011851	59013844	219.871	-543	66603.0	NM_025656	ENSMUSG00000060121	Gemin2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr19	47919428	47920035	0.0	-409	414801.0	NM_001001738	ENSMUSG00000117975	Itprip	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	134046045	134046296	172.079	8917	14264.0	NM_021355	ENSMUSG00000041559	Fmod	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132212103	132212694	0.0	-143	213541.0	NM_145393	ENSMUSG00000040025	Ythdf2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	133911455	133911684	201.327	-3571	269120.0	NM_054076	ENSMUSG00000010311	Optc	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	133896389	133896946	0.0	10505	102466206.0	NR_105868	ENSMUSG00000098606	Mir6903	Distal	21668.0	4.0	Interaction_anno	nan	0.0	1645.0
chr1	133736114	133736568	115.564	-9696	102466206.0	NR_105868	ENSMUSG00000098606	Mir6903	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	100886422	100887164	0.0	-4384	100526508.0	NR_037289	ENSMUSG00000093296	Mir3102	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	132079682	132080228	0.0	-4642	269587.0	NM_183428	ENSMUSG00000028906	Epb41	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	100879539	100880084	0.0	2597	100526508.0	NR_037289	ENSMUSG00000093296	Mir3102	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr9	120098590	120099295	304.593	6810	12776.0, 22437.0	NM_007720, NM_011724	ENSMUSG00000042262, ENSMUSG00000079243	Ccr8, Xirp1	Proximal, Proximal	nan, 23943.0	nan, 5.0	Proximal_anno, Interaction_anno	nan, nan	nan, -0.0	nan, -1402.0
chr1	133716541	133717012	309.579	9868	102466206.0	NR_105868	ENSMUSG00000098606	Mir6903	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	96145720	96146033	88.677	477	71446.0	NM_207301	ENSMUSG00000023147	Wrb	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	100866797	100867383	0.0	-3677	320100.0	NM_177073	ENSMUSG00000008318	Relt	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr12	55825650	55825885	72.76	-4252	56784.0	NM_019994	ENSMUSG00000021027	Ralgapa1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	128125556	128125797	90.667	-361	12125.0	NM_009754	ENSMUSG00000027381	Bcl2l11	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	100863055	100863771	0.0	0	320100.0	NM_177073	ENSMUSG00000008318	Relt	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr10	128518824	128519079	114.568	6907	23943.0	NM_011843	ENSMUSG00000025366	Esyt1	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr16	96144789	96145641	0.0	-185	71446.0	NM_207301	ENSMUSG00000023147	Wrb	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr1	133613668	133614409	156.435	-3759	20643.0	NM_009227	ENSMUSG00000090553	Snrpe	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr2	128122488	128122972	78.727	-3308	12125.0	NM_009754	ENSMUSG00000027381	Bcl2l11	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	131916437	131916820	0.0	3400	545681.0	NR_102393	ENSMUSG00000085667	Gm12992	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr1	133610042	133610891	0.0	-187	20643.0	NM_009227	ENSMUSG00000090553	Snrpe	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	95991019	95991349	85.691	-224	56088.0	NM_019537	ENSMUSG00000022913	Psmg1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr2	127889263	127889856	0.0	34932	100043424.0	NR_028589	nan	Morrbid	Distal	14560.0	3.0	Interaction_anno	nan	1.0	4351.0
chr2	127831970	127833250	0.0	-751	12235.0	NM_009772	ENSMUSG00000027379	Bub1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	100663332	100664131	0.0	-1338	27276.0	NM_013746	ENSMUSG00000030701	Plekhb1	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr4	131838054	131838801	0.0	-150	19273.0	NM_011214	ENSMUSG00000028909	Ptpru	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	95701719	95702270	0.0	-412	23872.0	NM_011809	ENSMUSG00000022895	Ets2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr16	95658757	95659247	0.0	-43405	69776.0	NR_040484	ENSMUSG00000117232	1600002D24Rik	Distal	-15997.5	-3.0	Interaction_anno	nan	1.0	4077.0
chr7	100520563	100521217	0.0	-6075	69387.0	NM_153527	ENSMUSG00000030708	Dnajb13	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr7	100371886	100372329	177.381	-125	277939.0	NM_001017985	ENSMUSG00000047248	C2cd3	Promoter	nan	nan	Proximal_anno	nan	nan	nan
chr7	100279743	100280314	0.0	-5491	320452.0	NM_177161	ENSMUSG00000051048	P4ha3	Proximal	nan	nan	Proximal_anno	nan	nan	nan
chr4	155601345	155601917	59.842	215	320541.0	NM_177186	ENSMUSG00000042202	Slc35e2	Promoter	nan	nan	Proximal_anno	nan	nan	nan
